,Cutibacterium acnes,Gordonia bronchialis,Bradyrhizobium sp. BTAi1,Chryseobacterium taklimakanense,Cutibacterium granulosum,Janibacter indicus,Kytococcus sedentarius,Propionibacterium sp. oral taxon 193,Cupriavidus metallidurans,Bradyrhizobium sp. SK17,Gordonia terrae,Pantoea sp. PSNIH1,Salmonella enterica,Micrococcus luteus,Corynebacterium ureicelerivorans,Paracoccus yeei,Methylobacterium sp. C1,Dermacoccus nishinomiyaensis,Moraxella osloensis,Gordonia sp. KTR9,Ralstonia pickettii,Listeria monocytogenes,Deinococcus radiodurans,Corynebacterium variabile,Pseudomonas aeruginosa,Rothia dentocariosa,Microbacterium aurum,Brevundimonas sp. GW460-12-10-14-LB2,Rhodococcus fascians,Kocuria rhizophila,Methylobacterium radiotolerans,Microbacterium sp. PAMC 28756,Brevundimonas sp. DS20,Actinomyces oris,Brevundimonas naejangsanensis,Brevundimonas vesicularis,Acinetobacter johnsonii,Corynebacterium callunae,Kocuria flava,Lactobacillus fermentum,Pantoea agglomerans group,Pantoea agglomerans,Bradyrhizobium sp. S23321,Leuconostoc mesenteroides,Erwinia gerundensis,Corynebacterium singulare,Acinetobacter schindleri,Corynebacterium simulans,Microbacterium sp. 1.5R,Rhodococcus sp. PBTS 2
0,0.014277643182502322,0.008163838606880797,0.010127116529488143,0.007022314122628752,0.007579818526847951,0.007047686261554704,0.0055258428521294135,0.004239983532627324,0.006490185069516906,0.005508079686859155,0.0025804142592576206,0.005557718063190307,0.004851974103422037,0.005393996497259271,0.004131941102766374,0.005932198792848964,0.004735153510878944,0.004929833093368726,0.00512516014021321,0.00391091157819053,0.0033417551967312325,0.004318866300658061,0.0036158739907925933,0.004005780890626818,0.004813011597112231,0.0037972044441075053,0.0031595920733478206,0.0069576198871559225,0.0031110121299343318,0.004343206294599764,0.0037871504133623374,0.003992368766646536,0.001745470568267435,0.002939446231907803,0.0038433338026492253,0.0031544105163390994,0.0034507626851260557,0.0033783727820067572,0.004291305278357645,0.0033403883976540144,0.005000877149426698,0.0020188641208371003,0.0023095860391182093,0.0032031060112896158,0.0038116941571456945,0.003538488334930637,0.003325972501982629,0.003505371905831756,0.004894617810418394,0.003902455654789827
1,0.014777498417122656,0.006616681545724729,0.006506884688833014,0.006364134124861499,0.00745208571204293,0.005265268258746289,0.004519054967740859,0.004992559495145032,0.006874532698071927,0.006434094235022269,0.004528777974530204,0.004647699082307608,0.005273127291751807,0.005068748773503431,0.005185613387041905,0.004950566318118776,0.00497374240858641,0.0037394664781730293,0.00590607891857626,0.002976653292837461,0.007000223224532467,0.003398473192189963,0.003482004558243133,0.0036139356076967054,0.0036253589927491,0.003963525506940735,0.005115621916986299,0.004984585714906151,0.003113885105703832,0.004860865189512919,0.002759755891506585,0.003345009562573744,0.004016054671128948,0.0036337753562310855,0.0031880866018118943,0.003152343314682861,0.0030798199674158906,0.004211689868706125,0.003228819942081887,0.0035951105536837706,0.0036369278313824766,0.0036211384995606033,0.003427243213578483,0.004779937048942032,0.0033360286298808562,0.0032431410098128772,0.003741122559067928,0.002880003799424872,0.002218619658449396,0.003192945140810757
2,0.015055824479894418,0.008810876191331734,0.004814582136149418,0.009230843156461917,0.006737578009946281,0.0061262001764149955,0.005236432860316056,0.00501220863136463,0.004672762565098978,0.006423333973134793,0.00497640942352089,0.004961012293793477,0.00489785891652138,0.00469634313512871,0.003791555716980524,0.004076507746615061,0.004139271719474821,0.004970825369230007,0.005373574750449323,0.0058801738634974435,0.004676114491675706,0.005229057078189361,0.003870363434878067,0.004142033708256073,0.003675376745883618,0.004406624366426682,0.004180522109802103,0.003175893012570753,0.005035775884907851,0.003529506899620041,0.005613750588591617,0.003635288064995373,0.003584947285966892,0.003130162641562793,0.003465726664133151,0.0029976733420398927,0.003672675450746922,0.0035511842852138566,0.002706784223218075,0.004189812411543014,0.0024493548979314613,0.0027728501196500606,0.0034489459133585807,0.0037754823097196667,0.003497637349216174,0.0029117457250328964,0.0036369025082535833,0.0034445473344309726,0.003610599129608475,0.002786306524496635
3,0.013141570150887596,0.006588334927444852,0.006208786840748672,0.004887915049376073,0.0065538437427555,0.00831825576442686,0.006946513948799273,0.005396715038619313,0.00543430084235328,0.0044048746921132205,0.005378329054404349,0.005104441878909347,0.005619785737341429,0.0043166229357233235,0.0041113706288176234,0.003830711579690829,0.007596070518994339,0.004380151354911439,0.005437961434376021,0.005038838074539678,0.002840722556776523,0.00434787689468796,0.004744694146456548,0.0048288850101958995,0.004285499362097248,0.0040785575915481065,0.00457758451973606,0.0038195404769535124,0.004657731741175841,0.004335604163176965,0.0031727651135457476,0.00297703753762384,0.00470951436876563,0.0031471997866170743,0.0024945200714371484,0.0042707865420823915,0.0027714700241321054,0.006021339732618178,0.0043115390419335995,0.004082824625466524,0.004574617474923726,0.0036632835090848652,0.004017601560519051,0.0032311888219967244,0.003643668165064928,0.003518006099687732,0.002829640434524183,0.003768413882676498,0.002763518280272364,0.003353478339466062
4,0.013676266285372272,0.008765463101750621,0.010373814503763153,0.008074988217257915,0.0050798000836391015,0.004615218337641664,0.005429066537370597,0.005696016117156585,0.004367855475583842,0.004945621228387311,0.008441393261621197,0.005207678786238686,0.004805301985054355,0.0035595765137870763,0.004609386587882155,0.0047154990088631435,0.005230860403888418,0.005450490867439186,0.00390436886010994,0.003369650079318178,0.004964549694218487,0.005984791144263322,0.003548237960054185,0.004527482189808347,0.004112824433190394,0.0037679571420529694,0.003206245172208068,0.003939464490622796,0.003523406680264627,0.004620175184803701,0.003230436331396734,0.003908312139066394,0.003368224738109605,0.00456103208626146,0.00394598453162034,0.0029798006951926408,0.003637984015057535,0.005414991911233254,0.0042652885222577075,0.003881079333292818,0.0032030766476025055,0.003149014389695286,0.00561182572185643,0.003460421789504748,0.001902520032842511,0.0034681573199524885,0.0033415162796915756,0.003368713262237519,0.0033520772044917635,0.00253828803288216
5,0.014660452261596466,0.010209948912214774,0.006646994289199734,0.004599319797492905,0.006425744016618742,0.007100768243322303,0.005662334701975307,0.004305460808134433,0.00489596191756963,0.006136210717636997,0.00504228037185371,0.005178721390405942,0.0048457471891362154,0.005793913110988802,0.004776420363686881,0.004442540471566738,0.003552118977142799,0.004301999196653795,0.004971486016526122,0.002963418061265702,0.004040753445325025,0.0033388261564640154,0.004495295383236329,0.003688571849813875,0.004203662525755104,0.0036722390986974668,0.003544437601279248,0.0038391182837371617,0.004100236803554414,0.003533020911156765,0.001624949891893088,0.0028444314391501313,0.004535041176247277,0.004591363460547998,0.0032420329028002375,0.00484346520545088,0.004349084819745581,0.0033012675443165724,0.0038392224848274037,0.0033325120039249976,0.0031898604693999825,0.003448761262663732,0.003648565548779806,0.003328313007654885,0.004005133454020913,0.004328567178047949,0.003866608877216876,0.002959168147514745,0.0038074766897614465,0.0030005198041217667
6,0.016338096061167432,0.009170728031596385,0.005905113794499925,0.006268296776308884,0.008475098732904567,0.005749205884621787,0.006693261000126265,0.004828607548874176,0.004807031109049672,0.005420083943450636,0.006458881373533875,0.003960737621314966,0.0032595810936521014,0.005457290962676358,0.00427195077673738,0.004386753531797014,0.006509270835635252,0.0052675336035451934,0.004166546195701967,0.004299835474120116,0.003065881959856819,0.0030171743056429828,0.004630257699994362,0.003440380019947822,0.0038377027818435024,0.004128733396997099,0.004688746977925871,0.003827398472083956,0.004683979571649258,0.003971088110092859,0.0028529136453359196,0.002995710576953646,0.0034272833717396566,0.0031670535409668247,0.0039719883284949934,0.002663902738402054,0.0034480177506335113,0.0025552505473097923,0.0033941395849367523,0.0039973868834422745,0.0026269117844123823,0.0025342736054305265,0.004110978531112812,0.003873605854733824,0.0031783098147089833,0.0037829350519104116,0.004685146492641106,0.0043541269359272175,0.0032501201472116743,0.0037479956713153757
7,0.01708939347150389,0.010277990638092227,0.008052923015148962,0.007173748043723136,0.006375011450444414,0.007650415224477391,0.004099432919292318,0.006162890488919712,0.008400539657762114,0.00505236715869709,0.004162664495874419,0.006217308471563342,0.004492575142224231,0.006101637904337625,0.004288955618309495,0.0038223556821302697,0.006121738857432691,0.00483924785059672,0.0051595423786684625,0.005051380256799484,0.0035496954374275246,0.005330192924597279,0.0035990189536106,0.003816980810882312,0.0049327005779136925,0.004086057207857229,0.0042617813426023225,0.0034257167976475306,0.0038587506424894572,0.00338556541026699,0.004619571004241191,0.004281560597998954,0.005051742074939835,0.004079375573243007,0.005081676376393662,0.004430794161567497,0.003859375211978215,0.004590881304612508,0.004272513678319328,0.003391477809181997,0.004336515783290082,0.00376120208860816,0.004023065343750947,0.0038482139549124183,0.005353860301637635,0.0032119298074870985,0.003329259719300239,0.003508507693494151,0.002304422988556249,0.003751280330603076
8,0.020503648205679216,0.006197351637313791,0.0069666442558112196,0.0067247243979829206,0.007078819895383318,0.0070404146969753984,0.007528916807481261,0.005459207301122129,0.0060103266761100125,0.004329607141680099,0.006344818762236992,0.005269564365797842,0.004520347297182039,0.0044556686768976676,0.005328370494901866,0.0048042780559848855,0.004362769364945504,0.003547151384728193,0.0030855065060697274,0.003688437126904315,0.002936834838239691,0.003595646664529194,0.003967207115638115,0.0035415637524389707,0.003775334563154894,0.0029796614424413546,0.0037175070393018527,0.0030773343258495827,0.003679352420548886,0.0037071349740848934,0.0028870474396752803,0.0029288196361927704,0.0020578173755620285,0.004233402259910862,0.0029626434410488355,0.0038462971087858816,0.0026813293860449353,0.00429196864498915,0.0036850518881311493,0.004438789010715478,0.004670883110331501,0.003655121753970325,0.003763147402657017,0.002874897288856578,0.00420494102399707,0.0041365740177252,0.0025255045411549546,0.004039147260238961,0.0036214916450159284,0.003418452259692519
9,0.01491606455027052,0.008961641630460721,0.008603979517870397,0.005577205036191506,0.009263218008014783,0.0059010465434306695,0.004409528952718776,0.004876414139250638,0.003207424918693338,0.006227466126066904,0.006534976505066523,0.005805878204865301,0.004286847578681057,0.004787719859659444,0.004707147514534469,0.003818015228223533,0.00304108399871662,0.004146637337254823,0.004479503650484402,0.006337342045443425,0.006202353672482882,0.003960129504407446,0.0034511739310934277,0.003967708791295014,0.004854939621959692,0.004697631974982536,0.0042614885032904205,0.005128123211268622,0.003827652973203694,0.00381965441030378,0.0015388782719845705,0.0035626955613429485,0.0030440133029909673,0.0033632152117699706,0.0031339180927884604,0.005118988504660832,0.0034172360296954134,0.003363093529033281,0.0035879437250187973,0.00378195560424891,0.003578185625917667,0.0034059048359185214,0.0034474280490700455,0.0019850926237785513,0.003291608573830391,0.0031890716358312903,0.0038343395718017353,0.004091607863669756,0.0026748823229705214,0.0037797447180296377
10,0.014663044559185203,0.006316748212843427,0.005270930312447931,0.005097532751950773,0.008066775283949031,0.005945089240385245,0.005417050318865837,0.0058036767619029875,0.007500876029274061,0.005036694355914771,0.005502940053285344,0.005393660992797304,0.0042330614355394125,0.004102357919172524,0.004890613187595909,0.004150382447415391,0.003353480109491553,0.004960061471625026,0.0051921834381399344,0.00441247555250158,0.005310157635531486,0.0031255868039941747,0.004194257451498852,0.004792741827479475,0.0030957544973923144,0.0038806132485618367,0.003033431467867219,0.005072811940581394,0.0038655539856572553,0.005280584865343176,0.005029737419585396,0.003838835058771651,0.003976256692262969,0.0040988990348107,0.004096508124231516,0.004727071739668242,0.003586415504651628,0.0027163476746421026,0.0045942749667656595,0.0036732844605459913,0.002468152471693318,0.003796045519914593,0.00385325679996589,0.0051615743716916275,0.002189405066321085,0.0033504179432982434,0.0030703601785653438,0.0037112679277191284,0.0038717847641372987,0.003137913034064053
11,0.015378160070418782,0.0072571300140622874,0.007239901836443256,0.009201050850009647,0.006159231880600933,0.006174069107544244,0.005908501659561968,0.00587697623219818,0.004746317576623849,0.0031483347048081715,0.006469139102947726,0.0070622940432181905,0.005943662533276836,0.005320040583342657,0.004220592946305327,0.005061392283096628,0.004256742363769295,0.004382196440482906,0.003937001285944016,0.006451111777187506,0.0040213827858761085,0.003826552048045241,0.004554130483001791,0.003753799338817327,0.0039373870458344114,0.003825053143268555,0.004231499501084235,0.004901394823423107,0.002989011864180065,0.0037043539894882726,0.005004718103450444,0.004003714614253157,0.0036988654668819692,0.004762619453137326,0.003654461403942905,0.004201428187897416,0.004054941523852467,0.0029706510005914504,0.003932006370979064,0.0031538569281045485,0.003285174966699603,0.002896409252835837,0.004282344234565389,0.0017175591449634655,0.0035589011026495435,0.004064593742042729,0.0031980435912023586,0.003744087417520711,0.0030341496020494484,0.003156639414147297
12,0.01377468375815209,0.007570548639845785,0.005260200262827167,0.00557044057317995,0.006870903886216029,0.006044970609436364,0.006355184343242179,0.005486517451180622,0.0038774648821692185,0.005259851488652487,0.004710168122636876,0.004817459830129367,0.003951754163438178,0.00524274757136883,0.004895567929340678,0.004743258338584158,0.004663026895828753,0.005285775651625463,0.00474632561041449,0.006853387510648365,0.004594163753849044,0.003718316930244112,0.0037559747090393104,0.004149561107131774,0.004443629887728607,0.00384180921496843,0.003302699312805169,0.003706519888517049,0.004079243112525213,0.003191416993714545,0.005532784034418822,0.005305297410938259,0.0056017443250671595,0.0031774042511569923,0.0031968189532456076,0.0031159613428020597,0.004455459248790022,0.003606438724898221,0.002804426721975129,0.004475429487142318,0.003072787779111536,0.0037303489791398396,0.002158956519541167,0.0036880303693346784,0.0030387857200435257,0.0038727989077309306,0.0032671156282813147,0.0032539353876984106,0.00231598142295118,0.002619790256928241
13,0.013115789811706554,0.007235496384111147,0.007466714378628567,0.007831894203412987,0.005871580447046266,0.006056838612311551,0.005890310670517815,0.006390996396433404,0.0031581462803157924,0.004019083623134013,0.00430450618206639,0.00471673263061273,0.004991141782177798,0.0059190497073003424,0.0037234336080099973,0.0049937903751188974,0.005558587656240744,0.004338144682939421,0.004580224903331942,0.007132682997619663,0.0011428430716697907,0.004984360066396954,0.00361697105430993,0.0034234347202283127,0.00366334699861686,0.004040412454496857,0.003630395988040586,0.0053811649356387894,0.0033590542417551075,0.0033351992381942517,0.0030109968678883907,0.00395869329337172,0.002800601669769936,0.00474758694308768,0.004765839028934679,0.005155945354844854,0.004416195904317088,0.005069171596214644,0.004087503792706972,0.004179449861843625,0.004221248153082001,0.0027934960422925066,0.0037330904087731326,0.002850497450643353,0.002531130553239588,0.0029933119281620292,0.004061953880996573,0.002547074364358893,0.002594976132825873,0.003229285974427592
14,0.016879915943407594,0.00824513172955756,0.005721640347447473,0.006921427259229478,0.005711266147498292,0.006698626650225225,0.006583276164824129,0.0052219843960786185,0.004285466889460835,0.004004936685991868,0.0023148224026866477,0.006360622266764376,0.003863894933980409,0.005589580094503253,0.004034739674773987,0.0051026957084136,0.006529011632510586,0.004340375283348212,0.005146068463149471,0.005297520154879038,0.0052193737758115385,0.007124484680008685,0.004121536995831249,0.005235940465223398,0.0039059995051870583,0.0035571082929607783,0.0032431320223658805,0.003805541116289235,0.0034747888283262157,0.004074731666251502,0.004764986596373313,0.0033601697927208747,0.0040902629258205165,0.003546836141931728,0.0031727683532336032,0.002900167336360718,0.0038452313984732294,0.002639373459070152,0.004492778193227778,0.003166766255019497,0.00238824041240807,0.003726293019037838,0.004980045695308414,0.0031180720443069933,0.004224717057211288,0.003369065842532517,0.0033799338360043147,0.003311807368782749,0.0027828023860847423,0.003788874921900896
15,0.015307331137922852,0.006223683031794244,0.007914921167190241,0.00839039633849126,0.006891107785239838,0.006629150667371267,0.0048939512185749495,0.006092232820671596,0.0025756672434042514,0.003959667013460306,0.005852709804701503,0.0052753362983635034,0.004906286613151346,0.004286963386259917,0.004431370377794276,0.004168646269405552,0.0064787888115501535,0.0038751243774762965,0.004024451934210533,0.00583989574941185,0.0035772317612744824,0.005607206437154826,0.004646235469041086,0.004082127888914194,0.0034290517793050023,0.004833426217093203,0.0031734035637418032,0.0039715345726932675,0.004596212475216138,0.004066457380660122,0.004658666254292403,0.0037393969118273266,0.002770768677449867,0.0030397896874523873,0.003803423164798455,0.0033653078736829586,0.0036057323262840995,0.0028541255248671887,0.004205045376393592,0.00324306452522271,0.003013935800606796,0.0032957683220480533,0.0025060387124951782,0.004741167776910211,0.004645745183239774,0.0029105482118847404,0.003952717745842112,0.0032731749123863303,0.003248284690591781,0.0029206677202530257
16,0.014839706456470704,0.005183211422088052,0.0059907446855009105,0.00735360231809079,0.007515538635281466,0.006464002376141674,0.005952050134440774,0.008021669115709573,0.006235191417179943,0.004746618336343744,0.0036395698028318523,0.005421582253563639,0.004405107474315145,0.004312734631825154,0.004877789229622503,0.003395982658093734,0.005917199598675383,0.004875829096731076,0.004617791685684696,0.00332618908417594,0.0025398243804195843,0.004602834087424716,0.0034181344703595835,0.004395350777556065,0.0038982888814318504,0.005415053237363913,0.0027869865400586896,0.002875498286876205,0.003450190947135124,0.0041782849992622936,0.0053856580219677,0.005089684944115992,0.004161772208144176,0.002455503633724891,0.003871139767127637,0.00359016053366786,0.003766159187798791,0.00406306687109766,0.0031453421872175698,0.0037419535304557016,0.004302693676708933,0.002435317750350044,0.002908849031173995,0.004327117009734972,0.0033109710351452042,0.0035375935902475825,0.003597798799215785,0.003317121853929202,0.004845771515857805,0.0032364157016500903
17,0.014618430982635787,0.008622200492489194,0.004308091779137843,0.006802835726722737,0.006669689097355692,0.00872702549591281,0.0047930299529029856,0.005222550915002879,0.005149381900899714,0.003259875470600043,0.00628278219255486,0.004954538353738663,0.005163364923358174,0.005610186159232073,0.0039551432758439175,0.004075407838971171,0.005096386381825264,0.005212865259479732,0.004174457370113893,0.005823091446068711,0.005816111766609632,0.003941082982548142,0.005384942149533001,0.0041904979577039505,0.004944077153522005,0.0033255059786695125,0.004044159904796358,0.006955589507881456,0.003769035165889477,0.003218664744848839,0.0020965101589394217,0.0032488782703010265,0.003961327184168619,0.0037540071387805836,0.0037918733832824725,0.003198404435947661,0.0033336268231882083,0.0027915789643002758,0.0037015013103974662,0.004317938266427609,0.002714031067411023,0.003955295926957549,0.0053057386575253015,0.003430656384572092,0.0024096028916157936,0.0027113087819344538,0.003010632276894096,0.003100642433401409,0.003689365144341676,0.003678277771808297
18,0.013566191435101585,0.005202262528791575,0.007135448099242685,0.007398728501807003,0.005099972370239866,0.005718774205293538,0.004950244485077801,0.004152808003711591,0.003975218584142204,0.006823280419786325,0.00527200241329624,0.005099930603823396,0.0059441638133786775,0.005102466018551113,0.005199564310356505,0.00518309799572085,0.006303878431653512,0.0048021130006577215,0.004332260265802945,0.003534608979803594,0.005085326259306236,0.003402020615372052,0.003997608105201954,0.004580928435395814,0.0034873506258173053,0.0036821256864895424,0.004544220625677748,0.003217822052444964,0.003363613376278718,0.0037544032518437463,0.0022104701431948843,0.0048020859000903445,0.003195690985161934,0.0036782712238623925,0.0034025987615553866,0.00334407876321624,0.004384618490905687,0.0039027947127724806,0.004400699197222465,0.003887801102796311,0.0032750658005418283,0.002950252496540973,0.0021157903167883796,0.0037366179084232683,0.0031420786202881177,0.0027642180210998655,0.0034078123345297213,0.0038189812041266947,0.0042406907716791165,0.0037117893724214917
19,0.014051558241930289,0.00927333476927144,0.0070896505124976115,0.007312666406693279,0.007401514214644518,0.004806957492478881,0.007039658367910686,0.005275057861045981,0.003362794799938386,0.003807930693149374,0.00514471907684943,0.007398479101269475,0.005276928540182957,0.005001481909766736,0.004767187890493172,0.004430983308767274,0.0039781353690291794,0.004550491599054509,0.0052812921522032985,0.005985347147743445,0.005317558716829326,0.0035332196069539144,0.004071090109960511,0.004132746958640523,0.0034829632528429353,0.0032861923151410945,0.0037427877792019985,0.005032769607675558,0.003862313231706929,0.0032126865647413862,0.005431702496359394,0.0031239872576973816,0.003531752159195981,0.004453002623016055,0.0033355989709416985,0.0031690719856137077,0.0037154099317699345,0.0029085998828855793,0.0032497005932176377,0.0038911067378033454,0.003639184999970338,0.004221183462543199,0.004244899102039368,0.0032265390236981255,0.003734582962018136,0.0040200823511765274,0.00393219300650455,0.004473603635651543,0.003300861440655614,0.003236162357717142
20,0.01679996365697719,0.010304554619287976,0.006982784450890122,0.005894069181025792,0.005944796029523747,0.004194467857115226,0.004023947149984531,0.005477089481385398,0.005157100547748521,0.003493728553529165,0.005917558545183475,0.00452886097672564,0.0052679551472389185,0.004144747270720217,0.004661512540815771,0.0045425486579105615,0.004162889727103051,0.00500153647621081,0.004924459517406265,0.0034894623965438317,0.00787587231519516,0.004373785667110229,0.00631530638274333,0.0039299259203386646,0.004233780752981959,0.003722433084069722,0.0033305323002573678,0.003495494379147745,0.003325211030934807,0.0034312980284645096,0.0032779318771619277,0.004540471058684918,0.003266162389174182,0.0041883963682764645,0.003898957378202388,0.003390247009936753,0.00356941222031166,0.004376925577630562,0.0031296531518305126,0.0037352062451295877,0.004071161027366251,0.0035318143540035703,0.002850866878191406,0.002300594238894443,0.0039180741279645675,0.002876972626602745,0.004195991030442729,0.003819499985886726,0.003345942248769324,0.003079476070737342
21,0.02204684447015781,0.006684157967156133,0.00676392476466185,0.008178277511416546,0.0063222976390600516,0.005447630301978827,0.0040018088919176915,0.00483054493650898,0.00644102640072874,0.004388280100753268,0.004005928843536751,0.0051219602726945545,0.005825031646847278,0.004973127896372714,0.004692410159890828,0.004171314082861857,0.004718567942660105,0.005151757697725401,0.0036379234149276985,0.006129246787247319,0.006135473398027042,0.0033391942520760894,0.003045885085688293,0.004613920290960657,0.005211081968160832,0.004017934192118637,0.002843531571155691,0.003893293535079268,0.0036726262336475098,0.003934708170739568,0.004659917638006436,0.00502731339567001,0.003268668154131269,0.0040237171363620506,0.0035130246784832717,0.0022032685999699175,0.0037504590773479226,0.0037200450443695176,0.002879816952819358,0.003619515844356263,0.004125133932503031,0.005284413389906428,0.003084747296919488,0.004824068725965837,0.0026688704236904437,0.0030340516623046797,0.003587176454997855,0.0036460425296401915,0.0042534893769039465,0.0032852589267187166
22,0.01700958988561076,0.007863810520095226,0.00774873600245723,0.00459773832073031,0.005938725008519037,0.007771954298017997,0.004668406894050891,0.005735577444785399,0.0062876903968685114,0.009789257810556555,0.0055193337315531344,0.00482798897046125,0.005320925425896166,0.004958758611885512,0.00422634041055023,0.004384194971225296,0.003270231808560231,0.005591899367211337,0.004145320420460077,0.004908860291321182,0.0016534601193466223,0.0043994725267799215,0.003030842244130698,0.004372254877593104,0.004587376065483772,0.0036503107927783832,0.004103128219672574,0.004124255289459703,0.004109270567931907,0.003383313122578308,0.002474255531383196,0.0030295498466039504,0.004701733434189122,0.0036429465745807304,0.0029640432409481538,0.0034721291289296387,0.0036766270031039178,0.0032222563715802667,0.0038236220267679967,0.003182528420292989,0.0029891112000296756,0.00329079414407161,0.0023239069059370716,0.004155513517336047,0.0033337636214980687,0.003408618715550944,0.0037847709014459446,0.002440662511143283,0.0037186286460314387,0.0033517206609635845
23,0.0174336443089669,0.007031921736003263,0.009400408346761709,0.006363225791830808,0.005416403246420727,0.00666383780371667,0.006709964707531654,0.005501745787151099,0.004959915239365117,0.005407734022716547,0.004060617845457187,0.004852289333143006,0.004347105525915992,0.004019858749382885,0.00496856505332847,0.004472519364175778,0.003040161713048198,0.005014877041892236,0.003559625178426074,0.004048632910394934,0.005167154915355347,0.003397708949371096,0.003200687118173683,0.004402923360795174,0.005093853870596798,0.002994618946600305,0.0034468856311423873,0.004026903293041826,0.0037313912925241123,0.003942607562615295,0.005094994596437572,0.003392324535615927,0.004235343596634026,0.0053470322192240875,0.003794353227131366,0.004107053005128553,0.003965451530131287,0.0039320168179886265,0.003540206776789678,0.003333474720639526,0.0026470702644497564,0.0036838091901638887,0.0038313866915937146,0.003630397750406606,0.00357562676153686,0.0025072544491823246,0.0034498568811946588,0.0027595391737168006,0.002892063146579417,0.0036795230918337685
