,Bacillus subtilis,Listeria monocytogenes,Enterococcus faecalis,Cupriavidus metallidurans,Bradyrhizobium sp. BTAi1,Lactobacillus fermentum,Bradyrhizobium sp. SK17,Pantoea sp. PSNIH1,Bradyrhizobium sp. S23321,Gordonia phage Phinally,Ralstonia pickettii,Human mastadenovirus C,Bradyrhizobium japonicum,Saccharomyces cerevisiae,Bradyrhizobium diazoefficiens,Streptococcus oralis,Brevundimonas sp. DS20,Carnobacterium sp. 17-4,Pseudomonas fluorescens,Carnobacterium inhibens,Methylobacterium radiotolerans,Streptococcus mitis,Bradyrhizobium sp.,Bradyrhizobium sp. CCGE-LA001,Acinetobacter schindleri,Diaphorobacter polyhydroxybutyrativorans,Methylobacterium sp. C1,Chroococcidiopsis thermalis,Lactobacillus reuteri,Gordonia terrae,Gordonia bronchialis,Salmonella enterica,Enterococcus faecium,Acidovorax ebreus,Chryseobacterium taklimakanense,Pantoea sp. PSNIH2,Leuconostoc mesenteroides,Enterobacteria phage phiX174 sensu lato,Klebsiella quasipneumoniae,Veillonella parvula,Staphylococcus aureus,Lactobacillus amylovorus,Propionibacterium virus Pirate,Brevundimonas sp. GW460-12-10-14-LB2,Methylobacterium populi,Bacillus megaterium,Ralstonia insidiosa,Cutibacterium acnes,Plautia stali symbiont,Lactobacillus delbrueckii
0,0.008000361037264224,0.0022306250379431364,0.005216432370880129,0.0064207388640002,0.002507895613158608,0.003402301234214142,0.0009405408901724301,0.0026293632059381233,0.0008823162162063678,0.00215557140718261,0.0008459566054497183,0.0030211955755841237,0.003201845084740544,0.0013616717757834937,0.003563474160277069,0.0009407181571264661,0.0015449197432002583,0.0017055721876948655,0.0021211953069851007,0.000883147061477506,0.0018885596339931637,0.0022215737434464586,0.0016675331410710265,0.0011012299758078816,0.0010978596977528937,0.0033719473249557716,0.0018047808717472427,0.002664036707051576,0.0015374221248364826,0.0011043942191876588,0.0008554341604440879,0.0028045867599236466,0.0012898171422333373,0.0018380384042766258,0.0007710141827679665,0.0007886485760762653,0.0011388592888026308,0.0013788734229380941,0.0014171247799176952,0.0035213906561374145,0.0009834630475542643,0.0017460953734638295,0.0002517153299838732,0.0011650588431380221,0.0023880622661829392,0.0007238975811273462,0.0009003200325087227,0.0011641753556511068,0.0009109109885219218,0.002576851001320119
1,0.006304489627634619,0.004148751072659382,0.004658625633194229,0.007965304723718163,0.0023642309056268627,0.0034716463942547097,0.004116844508662368,0.005198919001402795,0.0014044943540370575,0.007236600899360577,0.00780526192715823,0.0011998196323319346,0.0018733196411339856,0.000648747548893662,0.0014114890614460708,0.0012459741758701181,0.0009847843694443382,0.003226253561801799,0.002782913480693184,0.005186501718386146,0.002344385399792136,0.0019648292402296773,0.00033429696332734155,0.004038120362254838,0.0007410385753574826,0.00038340189612111434,0.003716935156144728,0.002016640837188654,0.0007879290165116199,0.0024162146343746165,0.002639212919571802,0.0016496811087771044,0.0004286838078143518,0.001839775767011009,0.0015194647474954918,0.0015271512341928435,0.0005891506717287762,0.0018368142168889308,0.002001787280043078,0.0006140416696404905,0.000542270162191769,0.0010177536495984828,0.00017574322808399512,0.0004886496701602392,0.0008105979925612025,0.0010215127314210039,0.001581154233798085,0.0011550942854238301,0.0016549969130413614,0.001586293632476078
2,0.007205287066568249,0.006054688172845731,0.005651049059429982,0.006027618385839511,0.0041290217120637926,0.0020205632487745586,0.007629713364841567,0.0044156387038647845,0.006107882745545115,0.008277438662273214,0.004007420466907426,0.0016550395833524827,0.0013918647439573125,0.001740263839045897,0.002719469811960986,0.000795722658124239,0.0007788562834911319,0.0034521569839133528,0.001647473400622749,0.00416313558782041,0.0015091367384272446,0.0011601652918817379,0.0008939830512633586,0.0010702814328273594,0.0012804420179482862,0.0011604260884692484,0.0007278347241998432,0.0017026396245900615,0.0015257333298145514,0.0011670086858511536,0.0015018850967856118,0.0010373091338739026,0.002149577569363509,0.0010669670575110671,0.0008222979034941394,0.0017200593494612222,0.0006055382390891589,0.0028468344801878638,0.0010501599076799312,0.002594553409342277,0.001656954229323224,0.001797124584940495,3.765534556873203e-05,0.002961638153756876,0.0006967259940213514,0.006017170075373271,0.0007712128111176111,0.001774026626765822,0.0019876844996953537,0.0020155385966185964
3,0.0046087314774954915,0.0048709681355990206,0.0051540009495566206,0.00611029648944833,0.0029263249038788664,0.0027249617462009688,0.0027980529891934577,0.001966087553531156,0.002177114884707984,0.002054047976001206,0.013466603319573455,0.0023712200493089136,0.002122123004010588,0.00429505321805863,0.0006539395845530772,0.0026650753223522077,0.004233960245866385,0.0007389885571031131,0.000771793022472546,0.0004177159792004621,0.00396166860676313,0.004292840467949722,0.0018324090644649654,0.000622275175835553,0.0030056336492477625,0.0006397118434417574,0.0009831893422425338,0.003004403750583061,0.0012515200080402138,0.001855964089482506,0.003203924505551914,0.004013956064876029,0.007156228811894228,0.0022591890388975588,0.00227622580543693,0.00223760315660185,0.0006237408719963497,0.0019912041328556634,0.002935096917722999,0.0012391731052358377,0.0018824217232076181,0.0009274860362308358,0.0,0.0016059991090876125,0.005881513495249158,0.0047073859750528715,0.0011836444580032805,0.0020336535578062472,0.003132692427291196,0.0005379133329377998
4,0.0060447840976894035,0.004902852271137728,0.007894198391453779,0.001487290563793731,0.006000924323144516,0.005240686222253819,0.005539152420306138,0.005675125444683319,0.005299668679601491,0.004375450126601932,0.005352957329939746,0.00041065498553169053,0.0013400141885345734,0.0033124137245901927,0.0036968506213582763,0.0036604872292071064,0.0003103868625594597,0.005993368882014703,0.002584609245877925,0.0005737937680676512,0.0020204145976226943,0.0015124177548509993,0.000950588284159593,0.00409344751937706,0.0008193313930832228,0.0032658614913407004,0.0011449050494319647,0.0013482981374293855,0.001524225400275,0.003597153849113921,0.0017385817910081137,0.0004774902599030532,0.0025099545360337534,0.0011351214479169106,0.0018023263546202972,0.0009940451075156577,0.0038995503340469467,0.001119470218569524,0.0017019913884094317,0.0027222911364975745,0.001917205694583012,0.0009516341669159485,0.00022732412879655504,0.0015274687297019526,0.003827859685576012,0.0026016239252613068,0.0011980645458231835,0.0018261189943158053,0.002536650780752926,0.0017229550791186897
5,0.0036194841329521103,0.0054032922789837325,0.004105902693998062,0.00224439264821139,0.001028255617805118,0.0020112434716921647,0.002645179259459858,0.0032245493294114254,0.00660879814427161,0.003742394499094793,0.0010062845666113647,0.00559983525867784,0.0007774130821800821,0.0028215742926407175,0.004152378750555135,0.003607276300482875,0.0009332811320541163,0.0011424005534821197,0.0037061050273695557,0.0005095279498328389,0.0017059317886193848,0.00031136247929561457,0.0007685732838837054,0.0036785551107751378,0.0013849803850925384,0.005204286552526043,0.0018695665666624305,0.001547024330123434,0.003369600884494412,0.0037703090052420667,0.0012410911331967977,0.0009614354349997978,0.0015465970460381959,0.0004975619194502662,0.0029180984073772617,0.003017573278188872,0.0017032398992040132,0.0016852004094147235,0.0014992339366109513,0.0015450824531109777,0.0015413001608111491,0.002824711783859496,0.0011156826891880055,0.00023266030186782057,0.00028451571500928745,0.0006989236670503669,0.00104474739224261,0.0019041268868046073,0.0007605678631368545,0.0022266285907613743
6,0.011248327107753413,0.004729598849893879,0.005587710821476069,0.0026706228901703885,0.001469708120016787,0.0038457733914535005,0.004457067098177353,0.0022074551938483403,0.004844524039337767,0.006627332871154895,0.002935295024912226,0.0002292110461628352,0.0005359912819417822,0.003986784151532596,0.0007771659463197044,0.0020720985109568104,0.0034727904747643644,0.002284593062918845,0.002940486888123814,0.0026057908769812873,0.0039341783917392235,0.003576795212757287,0.0007630705107926479,0.006698125320310405,0.0030697196995229463,0.005851771983240823,0.001375745188004637,0.0012473719380953713,0.0008412716981655258,0.001964363018810681,0.0007506574811147763,0.001257581323666186,0.0014204097112321783,0.0025960558402521325,0.0027046003454842486,0.001147687835352956,0.002771830250428482,0.003305750417867269,0.002315922945966294,0.0015569493951915739,0.0010566840010142876,0.0009035872885191408,8.357246198454767e-05,0.001744660931050647,0.0033213031443219535,0.0016027520410353206,0.0006556725285837164,0.0020525077798347704,0.0018897920635911145,0.0014834642146402985
7,0.010948750275463947,0.007906474750424362,0.0040150922314195776,0.009763467373632023,0.0020556991540489206,0.0025187384357947063,0.0020723438294891557,0.0016321250838302649,0.004184770146265354,0.0010605298065159538,0.002023919019409937,0.0028835875933762413,0.0012530854027890594,0.0028673072207789233,0.001870634887610923,0.004429133817864322,0.00384100914761105,0.0015517432763409293,0.0023294319087182897,0.0011115854782356943,0.0036985822418013057,0.0013473058312715197,0.0011347851775564029,0.0009004956745773281,0.0016520584773260234,0.002761441551677528,0.004964737339928127,0.0013627537360087864,0.00044980838661855293,0.001137021916559772,0.0011927614301706592,0.0014805139104994236,0.0025304752644762897,0.002654165593813044,0.0007604812450969831,0.00264049210994765,0.0004047805337736768,0.0026712365163716507,0.0023107194043992356,0.0010449273460389052,0.0020074370241481834,0.0036938035818435007,0.0011147999685938153,0.0015258286096865054,0.0010371076678103114,0.006680481211836871,0.000926484672960036,0.002158792380792381,0.0017601146121461978,0.0015585837844677409
8,0.00713820020373888,0.0025465926098963924,0.007050790467177695,0.002520157376841235,0.005634893590371377,0.0035684667950434943,0.001150564147053027,0.0033197391137501364,0.0011974803261873162,0.009722164627813078,0.0012891493122736903,0.00037340513483201724,0.004708173338394345,0.0023479932843375405,0.0018695760830855159,0.005382972308898627,0.0010388802690666182,0.0021319527171872856,0.0011643041372592414,0.00043912086832291735,0.0007104718646171399,0.002293974927753668,0.0006895472436489621,0.002073249000375523,0.0012682502168307012,0.0017268546251364334,0.0008316797322115242,0.0021081008638087384,0.0067104801705714645,0.001649809757807002,0.0019568916064462176,0.0014028799870788706,0.0013229294664747408,0.0017484211450097935,0.0019436878021046652,0.0018661882334670924,0.0036962921536247374,0.002153831550010547,0.00175709958652016,0.00492715552041931,0.001155891270211681,0.00046464494802262184,0.0033480676285893157,0.0005033383293575399,0.006880838339543352,0.000626127299289648,0.0030158393402708377,0.0021374161329070452,0.0012105561943368949,0.0009276652516394781
9,0.00233394322550462,0.0032760231522592125,0.0042300786453621,0.004648854942252833,0.005234032662849215,0.00213277012845371,0.0027394372575376504,0.0035180258589248767,0.0013462737182593726,0.0019025513741754985,0.0015107684807962405,0.0056180692065933005,0.008554477381640235,0.0021698386938706973,0.0014729451521961986,0.0018916831558340667,0.001998954787698049,0.0006859643050958898,0.0019821865772599785,0.001503627778246221,0.0009771193733200383,0.0038367929271437744,0.003896643860557486,0.002579585914320454,0.003603033457588315,0.002721064099188385,0.001527544960585835,0.0012468118141521214,0.00033561269522419527,0.0043259824611528745,0.0013799061028448463,0.0018844618571080506,0.0005968573718564208,0.0014214319406440717,0.0007755427328819096,0.0009181107873219442,0.0008798133106809117,0.0006402578620726129,0.001459169349611107,0.0023019652515978077,0.0006498027342375453,0.003154451032638559,0.0006202510672888228,0.005455972038195954,0.0009949278539394136,0.0025969383917375717,0.003342485961472505,0.0017891480683021317,0.001864739796435631,0.0013350271148439698
